T     E/N       E-var/TT       M/N       M-var/T       Mabs/N       
      2.1500000     -1.6097346      1.1375459     0.83569673      1.8323948     0.83569673
      2.1600000     -1.5981073      1.1829820     0.82737922      2.1114804     0.82737922
      2.1700000     -1.5861264      1.2319933     0.81838866      2.5770698     0.81838866
      2.1800000     -1.5735942      1.2918908     0.80871855      3.2445945     0.80871855
      2.1900000     -1.5600823      1.3472827     0.79696309      3.8867410     0.79696309
      2.2000000     -1.5464947      1.4124172     0.78475025      4.8372827     0.78475025
      2.2100000     -1.5318906      1.5088085     0.76976055      6.8863349     0.76976055
      2.2200000     -1.5164099      1.6055431     0.75215960      10.334514     0.75215960
      2.2300000     -1.5000511      1.7253474     0.73178576      14.521907     0.73178576
      2.2400000     -1.4820903      1.8653381     0.70397504      29.567814     0.70397504
      2.2500000     -1.4631221      2.0440870     0.67196101      38.264925     0.67196101
      2.2600000     -1.4411462      2.2847048     0.34761754      85.314957     0.61997743
      2.2700000     -1.4187667      2.4334328   -0.055790941      122.06851     0.56101455
      2.2800000     -1.3940657      2.4926061    0.071296330      168.86676     0.48050993
      2.2900000     -1.3678502      2.3653747   -0.094572356      213.86272     0.36642521
      2.3000000     -1.3448899      1.9779255   -0.020121631      171.75670     0.27424912
      2.3100000     -1.3268819      1.8131563  -0.0061626200      141.12144     0.22801306
      2.3200000     -1.3097520      1.6520380    0.024477042      104.52601     0.18915211
      2.3300000     -1.2941871      1.5059692   0.0096261425      81.696078     0.16524000
      2.3400000     -1.2792015      1.4298216  0.00094629889      63.853907     0.13958001
      2.3500000     -1.2657109      1.3784807   0.0039935076      55.443593     0.13108069
      2.3600000     -1.2522930      1.2959220  0.00062580556      43.412822     0.11413884
      2.3700000     -1.2397050      1.2623420 -0.00089665111      37.283890     0.10569038
      2.3800000     -1.2273618      1.2094501  -0.0091768122      31.195461    0.096658031
