T     E/N       E-var/TT       M/N       M-var/T       Mabs/N       
      2.2530000     -1.4573707      2.1177120     0.66114770      52.145181     0.66114770
      2.2570000     -1.4476281      2.3810072   -0.065469612      169.50128     0.62702428
      2.2610000     -1.4384327      2.4786402    -0.56997259      220.56485     0.59887088
      2.2650000     -1.4269410      2.6159643     0.31001385      239.15618     0.55445876
      2.2690000     -1.4176509      2.7858347     0.22769892      389.75518     0.51603292
      2.2730000     -1.4084341      2.7519016    -0.30252298      359.92126     0.49373386
      2.2770000     -1.3968039      2.7870317     0.14195317      473.39419     0.42317339
      2.2810000     -1.3848847      2.6716115    0.013420481      532.93529     0.35183426
      2.2850000     -1.3741044      2.3858141    0.048075260      464.72994     0.28389317
      2.2890000     -1.3660781      2.2705926   0.0063034025      396.41245     0.27457655
      2.2930000     -1.3576652      2.0534341   -0.016623744      341.05333     0.22462976
      2.2970000     -1.3496964      2.0096880    0.030218603      315.96827     0.19827496
      2.3010000     -1.3420255      1.8658127    0.027474406      261.06452     0.18787173
