T     E/N       E-var/TT       M/N       M-var/T       Mabs/N       
      1.0000000     -1.9971555    0.025299806     0.99927405   0.0020544418     0.99927405
      1.0000000     -1.9971559    0.025275998     0.99927413   0.0020487009     0.99927413
      1.0000000     -1.9971545    0.025261409     0.99927376   0.0020435397     0.99927376
      1.0000000     -1.9971541    0.025244019     0.99927367   0.0020382253     0.99927367
      1.0000000     -1.9971555    0.025206684     0.99927406   0.0020315755     0.99927406
      1.0000000     -1.9971558    0.025180135     0.99927411   0.0020263250     0.99927411
      1.0000000     -1.9971564    0.025154493     0.99927430   0.0020203639     0.99927430
      1.0000000     -1.9971567    0.025125582     0.99927438   0.0020147397     0.99927438
      1.0000000     -1.9971560    0.025103986     0.99927419   0.0020097904     0.99927419
      1.0000000     -1.9971565    0.025076397     0.99927429   0.0020043607     0.99927429
      1.0000000     -1.9971566    0.025064734     0.99927430   0.0020002594     0.99927430
      1.0000000     -1.9971549    0.025057770     0.99927390   0.0019962962     0.99927390
      1.0000000     -1.9971537    0.025047132     0.99927363   0.0019918606     0.99927363
      1.0000000     -1.9971539    0.025035970     0.99927363   0.0019882472     0.99927363
      1.0000000     -1.9971541    0.025023702     0.99927365   0.0019845263     0.99927365
      1.0000000     -1.9971531    0.025016758     0.99927342   0.0019805867     0.99927342
      1.0000000     -1.9971525    0.025006382     0.99927325   0.0019772746     0.99927325
      1.0000000     -1.9971518    0.025000264     0.99927304   0.0019741140     0.99927304
      1.0000000     -1.9971510    0.024988800     0.99927287   0.0019700599     0.99927287
      1.0000000     -1.9971520    0.024968062     0.99927310   0.0019659261     0.99927310
      1.0000000     -1.9971516    0.024961976     0.99927303   0.0019625075     0.99927303
      1.0000000     -1.9971532    0.024932559     0.99927346   0.0019577081     0.99927346
      1.0000000     -1.9971547    0.024898964     0.99927385   0.0019526888     0.99927385
      1.0000000     -1.9971554    0.024883567     0.99927404   0.0019488870     0.99927404
      1.0000000     -1.9971565    0.024864547     0.99927429   0.0019451507     0.99927429
      1.0000000     -1.9971584    0.024835148     0.99927478   0.0019407721     0.99927478
      1.0000000     -1.9971586    0.024823773     0.99927482   0.0019374879     0.99927482
      1.0000000     -1.9971576    0.024816360     0.99927458   0.0019343125     0.99927458
      1.0000000     -1.9971587    0.024790203     0.99927486   0.0019301254     0.99927486
      1.0000000     -1.9971585    0.024780107     0.99927482   0.0019270032     0.99927482
      1.0000000     -1.9971593    0.024759846     0.99927503   0.0019233485     0.99927503
      1.0000000     -1.9971596    0.024737957     0.99927514   0.0019193365     0.99927514
      1.0000000     -1.9971600    0.024713995     0.99927528   0.0019152286     0.99927528
      1.0000000     -1.9971600    0.024700637     0.99927529   0.0019118928     0.99927529
      1.0000000     -1.9971608    0.024676710     0.99927554   0.0019077951     0.99927554
      1.0000000     -1.9971591    0.024684112     0.99927507   0.0019067298     0.99927507
      1.0000000     -1.9971607    0.024654433     0.99927547   0.0019026474     0.99927547
      1.0000000     -1.9971610    0.024641199     0.99927557   0.0018994486     0.99927557
      1.0000000     -1.9971619    0.024628614     0.99927582   0.0018964067     0.99927582
      1.0000000     -1.9971640    0.024602498     0.99927635   0.0018928281     0.99927635
      1.0000000     -1.9971633    0.024598263     0.99927619   0.0018905207     0.99927619
      1.0000000     -1.9971657    0.024565748     0.99927682   0.0018861766     0.99927682
      1.0000000     -1.9971662    0.024548798     0.99927695   0.0018830578     0.99927695
      1.0000000     -1.9971660    0.024542463     0.99927688   0.0018810413     0.99927688
      1.0000000     -1.9971651    0.024537158     0.99927668   0.0018786986     0.99927668
      1.0000000     -1.9971653    0.024524915     0.99927677   0.0018758055     0.99927677
      1.0000000     -1.9971652    0.024520133     0.99927673   0.0018736822     0.99927673
      1.0000000     -1.9971658    0.024508153     0.99927689   0.0018709287     0.99927689
      1.0000000     -1.9971668    0.024489630     0.99927717   0.0018679040     0.99927717
      1.0000000     -1.9971676    0.024472870     0.99927737   0.0018650439     0.99927737
      1.0000000     -1.9971682    0.024461914     0.99927754   0.0018625473     0.99927754
      1.0000000     -1.9971668    0.024468054     0.99927717   0.0018612844     0.99927717
      1.0000000     -1.9971667    0.024455841     0.99927717   0.0018587145     0.99927717
      1.0000000     -1.9971662    0.024449668     0.99927704   0.0018565986     0.99927704
      1.0000000     -1.9971676    0.024431658     0.99927741   0.0018536612     0.99927741
      1.0000000     -1.9971668    0.024424625     0.99927722   0.0018515992     0.99927722
      1.0000000     -1.9971656    0.024423844     0.99927691   0.0018500320     0.99927691
      1.0000000     -1.9971665    0.024406394     0.99927714   0.0018474479     0.99927714
      1.0000000     -1.9971668    0.024395917     0.99927721   0.0018453323     0.99927721
      1.0000000     -1.9971664    0.024390491     0.99927711   0.0018434238     0.99927711
      1.0000000     -1.9971663    0.024387661     0.99927707   0.0018420386     0.99927707
      1.0000000     -1.9971653    0.024391303     0.99927680   0.0018408511     0.99927680
      1.0000000     -1.9971653    0.024378759     0.99927682   0.0018385540     0.99927682
      1.0000000     -1.9971650    0.024377497     0.99927673   0.0018371853     0.99927673
      1.0000000     -1.9971649    0.024368459     0.99927673   0.0018350141     0.99927673
      1.0000000     -1.9971647    0.024362032     0.99927670   0.0018332979     0.99927670
      1.0000000     -1.9971647    0.024358802     0.99927669   0.0018318232     0.99927669
      1.0000000     -1.9971654    0.024345851     0.99927686   0.0018295604     0.99927686
      1.0000000     -1.9971638    0.024353713     0.99927646   0.0018288407     0.99927646
      1.0000000     -1.9971636    0.024345331     0.99927641   0.0018269117     0.99927641
      1.0000000     -1.9971649    0.024325025     0.99927678   0.0018240196     0.99927678
      1.0000000     -1.9971639    0.024326455     0.99927653   0.0018228845     0.99927653
      1.0000000     -1.9971631    0.024327550     0.99927632   0.0018216911     0.99927632
      1.0000000     -1.9971639    0.024315259     0.99927655   0.0018194554     0.99927655
      1.0000000     -1.9971643    0.024304837     0.99927663   0.0018175605     0.99927663
      1.0000000     -1.9971642    0.024304709     0.99927660   0.0018165188     0.99927660
      1.0000000     -1.9971639    0.024294233     0.99927652   0.0018145966     0.99927652
      1.0000000     -1.9971640    0.024285120     0.99927657   0.0018127490     0.99927657
      1.0000000     -1.9971638    0.024282927     0.99927652   0.0018114255     0.99927652
      1.0000000     -1.9971639    0.024274766     0.99927655   0.0018096647     0.99927655
      1.0000000     -1.9971625    0.024280860     0.99927618   0.0018090956     0.99927618
      1.0000000     -1.9971618    0.024276633     0.99927603   0.0018076155     0.99927603
      1.0000000     -1.9971616    0.024273431     0.99927597   0.0018062222     0.99927597
      1.0000000     -1.9971614    0.024263333     0.99927595   0.0018042972     0.99927595
      1.0000000     -1.9971615    0.024259056     0.99927599   0.0018028683     0.99927599
      1.0000000     -1.9971618    0.024249242     0.99927606   0.0018010828     0.99927606
      1.0000000     -1.9971635    0.024226517     0.99927651   0.0017984474     0.99927651
      1.0000000     -1.9971642    0.024214743     0.99927670   0.0017966189     0.99927670
      1.0000000     -1.9971632    0.024222905     0.99927642   0.0017964101     0.99927642
      1.0000000     -1.9971622    0.024226503     0.99927616   0.0017955982     0.99927616
      1.0000000     -1.9971630    0.024209982     0.99927637   0.0017933781     0.99927637
      1.0000000     -1.9971638    0.024196896     0.99927660   0.0017914407     0.99927660
      1.0000000     -1.9971640    0.024187387     0.99927669   0.0017895260     0.99927669
      1.0000000     -1.9971634    0.024185530     0.99927650   0.0017886893     0.99927650
      1.0000000     -1.9971637    0.024171930     0.99927660   0.0017868260     0.99927660
      1.0000000     -1.9971643    0.024164900     0.99927675   0.0017853449     0.99927675
      1.0000000     -1.9971646    0.024158145     0.99927680   0.0017842481     0.99927680
      1.0000000     -1.9971641    0.024159418     0.99927668   0.0017834472     0.99927668
      1.0000000     -1.9971651    0.024146593     0.99927694   0.0017816358     0.99927694
      1.0000000     -1.9971645    0.024146754     0.99927676   0.0017808743     0.99927676
      1.0000000     -1.9971637    0.024145836     0.99927656   0.0017798739     0.99927656
      1.0000000     -1.9971637    0.024143094     0.99927656   0.0017788850     0.99927656
      1.0000000     -1.9971631    0.024146339     0.99927641   0.0017782031     0.99927641
      1.0000000     -1.9971625    0.024145785     0.99927627   0.0017773471     0.99927627
      1.0000000     -1.9971615    0.024152175     0.99927597   0.0017774223     0.99927597
      1.0000000     -1.9971610    0.024151530     0.99927582   0.0017767338     0.99927582
      1.0000000     -1.9971602    0.024151569     0.99927561   0.0017758668     0.99927561
      1.0000000     -1.9971605    0.024144054     0.99927569   0.0017745259     0.99927569
      1.0000000     -1.9971612    0.024132633     0.99927589   0.0017729107     0.99927589
      1.0000000     -1.9971606    0.024135107     0.99927571   0.0017723894     0.99927571
      1.0000000     -1.9971613    0.024123381     0.99927589   0.0017709403     0.99927589
      1.0000000     -1.9971607    0.024125070     0.99927570   0.0017704420     0.99927570
      1.0000000     -1.9971599    0.024126810     0.99927551   0.0017698434     0.99927551
      1.0000000     -1.9971595    0.024127174     0.99927538   0.0017691525     0.99927538
      1.0000000     -1.9971595    0.024123009     0.99927538   0.0017682072     0.99927538
      1.0000000     -1.9971599    0.024116038     0.99927550   0.0017669318     0.99927550
      1.0000000     -1.9971611    0.024102229     0.99927582   0.0017651334     0.99927582
      1.0000000     -1.9971610    0.024096562     0.99927579   0.0017639992     0.99927579
      1.0000000     -1.9971617    0.024084183     0.99927599   0.0017623103     0.99927599
      1.0000000     -1.9971618    0.024079016     0.99927600   0.0017613211     0.99927600
      1.0000000     -1.9971628    0.024065879     0.99927626   0.0017597192     0.99927626
      1.0000000     -1.9971626    0.024061784     0.99927619   0.0017587990     0.99927619
      1.0000000     -1.9971626    0.024059128     0.99927620   0.0017579103     0.99927620
      1.0000000     -1.9971621    0.024063205     0.99927604   0.0017576951     0.99927604
      1.0000000     -1.9971629    0.024050502     0.99927628   0.0017560204     0.99927628
      1.0000000     -1.9971631    0.024044650     0.99927634   0.0017548891     0.99927634
      1.0000000     -1.9971635    0.024037051     0.99927643   0.0017535801     0.99927643
      1.0000000     -1.9971639    0.024032703     0.99927653   0.0017526911     0.99927653
      1.0000000     -1.9971634    0.024030777     0.99927643   0.0017518825     0.99927643
      1.0000000     -1.9971638    0.024025845     0.99927652   0.0017509124     0.99927652
      1.0000000     -1.9971634    0.024026858     0.99927640   0.0017503953     0.99927640
      1.0000000     -1.9971624    0.024032027     0.99927616   0.0017499834     0.99927616
      1.0000000     -1.9971633    0.024020247     0.99927640   0.0017484842     0.99927640
      1.0000000     -1.9971633    0.024019728     0.99927639   0.0017478302     0.99927639
      1.0000000     -1.9971636    0.024013238     0.99927648   0.0017466362     0.99927648
      1.0000000     -1.9971644    0.024003617     0.99927670   0.0017453250     0.99927670
      1.0000000     -1.9971641    0.024005590     0.99927661   0.0017448847     0.99927661
      1.0000000     -1.9971652    0.023991862     0.99927690   0.0017433037     0.99927690
      1.0000000     -1.9971655    0.023987011     0.99927696   0.0017424997     0.99927696
      1.0000000     -1.9971653    0.023986084     0.99927693   0.0017417928     0.99927693
      1.0000000     -1.9971643    0.023992771     0.99927666   0.0017416917     0.99927666
      1.0000000     -1.9971638    0.023997092     0.99927652   0.0017414860     0.99927652
      1.0000000     -1.9971643    0.023988262     0.99927666   0.0017401732     0.99927666
      1.0000000     -1.9971649    0.023977896     0.99927683   0.0017388228     0.99927683
      1.0000000     -1.9971649    0.023979484     0.99927681   0.0017383647     0.99927681
      1.0000000     -1.9971643    0.023981714     0.99927665   0.0017379852     0.99927665
      1.0000000     -1.9971636    0.023985282     0.99927647   0.0017376684     0.99927647
      1.0000000     -1.9971631    0.023987102     0.99927634   0.0017371875     0.99927634
      1.0000000     -1.9971629    0.023985423     0.99927633   0.0017363880     0.99927633
      1.0000000     -1.9971634    0.023981795     0.99927647   0.0017354692     0.99927647
      1.0000000     -1.9971632    0.023980379     0.99927641   0.0017348136     0.99927641
      1.0000000     -1.9971636    0.023971525     0.99927653   0.0017336426     0.99927653
      1.0000000     -1.9971630    0.023975051     0.99927637   0.0017333141     0.99927637
      1.0000000     -1.9971629    0.023975312     0.99927634   0.0017327960     0.99927634
      1.0000000     -1.9971635    0.023965110     0.99927649   0.0017315524     0.99927649
      1.0000000     -1.9971633    0.023961410     0.99927643   0.0017307952     0.99927643
      1.0000000     -1.9971634    0.023958375     0.99927646   0.0017300342     0.99927646
      1.0000000     -1.9971626    0.023960866     0.99927627   0.0017296640     0.99927627
      1.0000000     -1.9971625    0.023963543     0.99927621   0.0017295890     0.99927621
      1.0000000     -1.9971627    0.023960564     0.99927627   0.0017288319     0.99927627
      1.0000000     -1.9971619    0.023964937     0.99927607   0.0017286406     0.99927607
      1.0000000     -1.9971622    0.023960127     0.99927615   0.0017277817     0.99927615
      1.0000000     -1.9971622    0.023956512     0.99927617   0.0017269515     0.99927617
      1.0000000     -1.9971624    0.023950359     0.99927622   0.0017259780     0.99927622
      1.0000000     -1.9971624    0.023948473     0.99927621   0.0017254032     0.99927621
      1.0000000     -1.9971623    0.023945465     0.99927620   0.0017246788     0.99927620
      1.0000000     -1.9971613    0.023949704     0.99927594   0.0017246010     0.99927594
      1.0000000     -1.9971608    0.023948976     0.99927580   0.0017239827     0.99927580
      1.0000000     -1.9971608    0.023945143     0.99927582   0.0017232305     0.99927582
      1.0000000     -1.9971600    0.023951199     0.99927560   0.0017233395     0.99927560
      1.0000000     -1.9971592    0.023957871     0.99927538   0.0017234018     0.99927538
      1.0000000     -1.9971588    0.023959285     0.99927529   0.0017230212     0.99927529
      1.0000000     -1.9971593    0.023953695     0.99927544   0.0017221085     0.99927544
      1.0000000     -1.9971589    0.023955578     0.99927533   0.0017217265     0.99927533
      1.0000000     -1.9971585    0.023957648     0.99927523   0.0017215165     0.99927523
      1.0000000     -1.9971585    0.023956352     0.99927522   0.0017209603     0.99927522
      1.0000000     -1.9971584    0.023954835     0.99927520   0.0017204820     0.99927520
      1.0000000     -1.9971582    0.023952903     0.99927513   0.0017200010     0.99927513
      1.0000000     -1.9971584    0.023949405     0.99927516   0.0017194437     0.99927516
      1.0000000     -1.9971587    0.023944673     0.99927525   0.0017186656     0.99927525
      1.0000000     -1.9971585    0.023945393     0.99927520   0.0017182648     0.99927520
      1.0000000     -1.9971581    0.023949750     0.99927509   0.0017182038     0.99927509
      1.0000000     -1.9971586    0.023943517     0.99927521   0.0017174265     0.99927521
      1.0000000     -1.9971573    0.023951219     0.99927489   0.0017174197     0.99927489
      1.0000000     -1.9971568    0.023951175     0.99927476   0.0017170067     0.99927476
      1.0000000     -1.9971569    0.023946024     0.99927479   0.0017161628     0.99927479
      1.0000000     -1.9971572    0.023941546     0.99927488   0.0017153748     0.99927488
      1.0000000     -1.9971570    0.023939797     0.99927483   0.0017148282     0.99927483
      1.0000000     -1.9971564    0.023939537     0.99927469   0.0017145150     0.99927469
      1.0000000     -1.9971560    0.023941159     0.99927457   0.0017141806     0.99927457
      1.0000000     -1.9971562    0.023937502     0.99927464   0.0017134307     0.99927464
      1.0000000     -1.9971562    0.023933634     0.99927466   0.0017126853     0.99927466
      1.0000000     -1.9971562    0.023933871     0.99927464   0.0017123527     0.99927464
      1.0000000     -1.9971560    0.023932192     0.99927460   0.0017119299     0.99927460
      1.0000000     -1.9971548    0.023940411     0.99927429   0.0017120677     0.99927429
      1.0000000     -1.9971550    0.023937330     0.99927434   0.0017113785     0.99927434
      1.0000000     -1.9971551    0.023933423     0.99927438   0.0017107147     0.99927438
      1.0000000     -1.9971554    0.023929428     0.99927444   0.0017101711     0.99927444
      1.0000000     -1.9971550    0.023936150     0.99927432   0.0017103327     0.99927432
      1.0000000     -1.9971554    0.023929957     0.99927443   0.0017095528     0.99927443
      1.0000000     -1.9971550    0.023930623     0.99927432   0.0017092764     0.99927432
      1.0000000     -1.9971548    0.023932371     0.99927427   0.0017090454     0.99927427
      1.0000000     -1.9971546    0.023932146     0.99927423   0.0017086667     0.99927423
      1.0000000     -1.9971543    0.023934724     0.99927415   0.0017084226     0.99927415
      1.0000000     -1.9971552    0.023926151     0.99927438   0.0017074419     0.99927438
      1.0000000     -1.9971556    0.023920741     0.99927450   0.0017066714     0.99927450
      1.0000000     -1.9971560    0.023915473     0.99927461   0.0017059153     0.99927461
      1.0000000     -1.9971559    0.023914162     0.99927458   0.0017054379     0.99927458
      1.0000000     -1.9971561    0.023911208     0.99927466   0.0017048165     0.99927466
      1.0000000     -1.9971565    0.023905388     0.99927476   0.0017040341     0.99927476
      1.0000000     -1.9971562    0.023905775     0.99927469   0.0017037267     0.99927469
      1.0000000     -1.9971562    0.023902939     0.99927469   0.0017032607     0.99927469
      1.0000000     -1.9971566    0.023897827     0.99927478   0.0017026533     0.99927478
      1.0000000     -1.9971565    0.023897691     0.99927475   0.0017022573     0.99927475
      1.0000000     -1.9971560    0.023898146     0.99927462   0.0017019919     0.99927462
